CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34
-0.438542142,0.056451166,-0.159320541,0.24920193,1.295404895,-0.160080794,0.076658834,1.144013602,-0.152655193,-0.186585232,0.119285486,-0.012755626,-0.055349707,0.10454856,-0.044216482,-0.228792166,-0.073153759,0.043156943,-0.6828411,0.726958578,-0.017236035,-0.289756159,-0.221959558,-0.141940507,-0.170436445,0.386592166,0.910515514,-0.090245573,-0.145924015,0.041890009,1.034967806,-0.862764753,#DIV/0!,-0.320993011
-0.495556154,-1.411403672,-0.179241706,0.027876892,0.213371145,-0.179205457,0.028688499,0.957104469,-0.182633061,-0.185867483,0.117704943,-0.033445652,-0.092223784,-0.033522038,-0.083503001,-0.296132369,-0.094546477,-0.013824301,-0.711924162,-0.470836968,-0.120534738,-0.238501711,-0.115465064,-0.162315548,-0.231145434,0.362492753,1.322018006,-0.088213296,-0.14283135,0.073479128,0.815931924,-2.050397301,#DIV/0!,-0.510897794
-0.457714521,-2.199698376,-0.163033531,-0.1588228,-0.112226566,-0.20076048,-0.038619522,1.182667678,-0.245889921,-0.179020033,-0.148394153,-0.003144362,0.019990437,0.050287376,-0.041697174,-0.236134635,-0.066135659,-0.014107787,-0.687249983,0.737744811,-0.110064581,-0.268228996,-0.151307652,-0.197413806,-0.262726319,0.397982537,1.265586987,-0.04497123,-0.134702399,0.113200882,0.202729532,-0.511684404,#DIV/0!,-0.111152851
-0.466989374,1.57621702,-0.174680546,0.406713095,1.946040462,-0.191320251,0.081012377,0.980513524,-0.170772131,-0.187151109,0.025239153,-0.008815645,-0.129141492,-0.008943954,-0.026428524,-0.232332484,-0.028134587,0.062446974,-0.666102417,0.780749986,0.045970408,-0.196047371,0.000397849,-0.065801852,-0.031845861,0.463975324,-0.171646762,-0.086503851,-0.139381983,0.120852508,0.625378852,-0.761784366,#DIV/0!,-0.538270986
-0.481745401,-0.360286614,-0.201837172,0.014510449,0.106940054,-0.209800134,0.03182828,0.361076841,-0.225251049,-0.20639221,0.066141818,-0.016500203,0.000674279,0.040938323,-0.020845453,-0.218621167,-0.049169971,0.078433303,-0.695598114,-0.489462203,0.106391284,-0.251261799,-0.132603979,-0.105324042,-0.136429349,0.448337501,0.761472877,-0.193879791,-0.13340838,0.089514192,0.884465209,-1.94656049,#DIV/0!,-0.086580007
-0.454847986,1.247057349,-0.163878529,0.188632822,0.991427728,-0.225468022,-0.006704336,0.888359114,-0.227223766,-0.198386959,-0.16912076,-0.036985921,-0.096753938,-0.107787869,-0.027685736,-0.241010424,-0.04421623,0.011473272,-0.632947772,-0.436401564,0.003449756,-0.133964848,0.077724244,-0.057843284,-0.083723275,0.415188401,0.139799217,-0.155160617,-0.132669188,0.159110638,0.800983785,2.519630063,#DIV/0!,0.368561794
-0.399037401,2.429793657,-0.122558097,0.175486532,1.169367699,-0.248340289,0.077603253,0.785214143,-0.239554994,-0.197130004,-0.122798497,-0.021241966,-0.004751165,-0.068084219,0.040854591,-0.184583764,-0.017142154,0.061864188,-0.518564126,-0.441589934,0.124793509,-0.310885674,-0.271574954,-0.015879097,-0.11777628,0.396291391,0.244075077,-0.149485748,-0.149298807,0.152028461,0.595946686,0.834076223,#DIV/0!,0.258442287
-0.37753545,0.056451166,-0.068942559,0.297190196,1.048999674,-0.35778913,0.12440845,1.911092406,-0.225808074,-0.170288405,0.150026171,-0.042098423,0.076741977,0.053268028,0.082978627,-0.160029002,-0.053235968,0.070310717,-0.449010135,1.040766229,0.098005242,-0.204502164,-0.186414835,-0.178178795,-0.323238083,0.370548887,0.585244321,-0.033136095,-0.185983701,-0.218674481,1.537319988,0.266901034,#DIV/0!,0.055146213
-0.307327255,1.333265608,-0.134610966,0.282112791,0.8343979,-0.228363348,0.140991129,0.81785044,-0.212979259,-0.180578866,-0.142794974,0.014494832,-0.016873321,0.05980731,0.069598714,-0.170283768,0.007099187,0.080873561,-0.600996072,-0.44530389,0.054529663,-0.241235832,-0.18875724,-0.083388964,-0.1398224,0.389364347,0.022338931,-0.162769493,-0.124422716,0.089514192,0.705495613,1.998813432,#DIV/0!,-0.101874671
-0.334462085,2.51197203,-0.151884391,0.481458309,1.680451414,-0.187909915,0.163847227,1.058897167,-0.142202689,-0.189072248,0.082391925,0.016710282,0.051422574,-0.124632698,0.076462843,-0.215306778,-0.032190763,0.094516319,-0.608207607,-0.407078239,0.112230199,-0.105644272,0.144949176,-0.083144415,-0.087605946,0.419288153,0.067482778,-0.168343481,-0.123781453,0.081862566,0.703508169,0.330052355,#DIV/0!,0.014247487
-0.381549353,0.17963847,-0.188333251,-0.154331144,-0.193335278,-0.207059541,-0.107395668,0.591664889,-0.242524094,-0.214051895,-0.020892729,-0.019018653,-0.014330111,-0.053313325,0.026301766,-0.209772789,-0.030621582,0.052394424,-0.632686067,-0.432010431,0.07018428,-0.132355198,0.073878809,0.004162018,-0.016668929,0.455048624,0.498809046,0.010765527,-0.110923215,0.097165818,0.665407074,1.980477117,#DIV/0!,-0.130156683
-0.387573098,1.165864376,-0.206130815,-0.000724295,0.047728715,-0.184059863,0.082680116,0.168315256,-0.284594468,-0.211198434,-0.207229133,0.012755572,-0.024482989,-0.13802003,0.042890863,-0.228520211,-0.023164843,0.07182907,-0.631775046,-0.452593917,0.168225291,-0.266530757,-0.122969243,0.036780123,-0.029133174,0.457303099,0.540951915,-0.131874233,-0.119981681,0.11246907,0.531453841,1.581385243,#DIV/0!,0.302429737
-0.350574455,1.810155773,-0.18805636,0.093032964,0.583517203,-0.127493574,0.29217635,0.835523923,-0.130057684,-0.200956746,0.062538635,0.016877172,-0.002755261,0.073922558,0.083078977,-0.199697213,-0.007006342,0.13470656,-0.602234041,0.820767909,0.229014548,-0.093520023,0.159167208,0.017817108,-0.035361506,0.390744362,0.868280171,-0.135481433,-0.117085412,0.13615576,0.611934592,0.200921308,#DIV/0!,-0.012510188
-0.331470274,0.626041754,-0.175751601,0.252277753,1.059075679,-0.170410036,0.040141825,1.078768026,-0.236820578,-0.13041614,0.15385916,-0.056222521,-0.065050483,0.036250557,0.078576085,-0.181390054,-0.109824067,0.063857441,-0.435317248,-0.426424849,0.085651828,-0.201263946,-0.087256994,-0.07778047,-0.068579718,0.286049685,0.27489787,-0.016232828,-0.111756797,0.073479128,0.443019993,-0.94293267,#DIV/0!,-0.200505072
-0.384000197,1.824218844,-0.059098947,0.165673884,1.545708334,-0.424877922,-0.018131196,0.509509848,-0.296290838,-0.154809809,0.021975528,-0.130879837,-0.051973273,0.107183086,0.17180493,-0.097565564,-0.166461118,0.047943787,-0.212135032,-0.33185734,0.07315474,-0.183659469,-0.106846958,-0.2545484,-0.407405041,0.187890489,0.903840936,-0.0061956,-0.182585676,-0.485675967,1.92043701,2.444559593,#DIV/0!,0.568085064
-0.190119809,0.57737339,-0.063002995,0.18507199,0.815403841,-0.230997178,-0.056368746,0.380618795,-0.292015657,-0.12453984,-0.27401199,-0.009615823,0.037011669,-0.078663063,0.149040424,-0.193980265,-0.066523708,0.094078971,-0.392299814,-0.296557087,0.04007753,-0.122754596,0.152390829,0.079986501,0.07347342,0.347673309,1.344751439,-0.115680285,-0.060201134,-0.020483904,1.938857554,0.871894022,#DIV/0!,0.093953584
-0.020924538,-1.569662931,-0.03328249,0.104442644,-0.00531801,0.02769569,0.173554533,1.606880846,-0.094498228,-0.227089041,0.115217933,0.039037683,0.023895566,0.065278403,0.131979731,-0.179847743,-0.001422208,0.066729183,-0.426982596,1.297564384,-0.00382182,-0.236194943,-0.132076295,-0.126912531,-0.125409906,0.390373533,0.780574241,-0.086116237,-0.020758755,0.469977362,1.81674965,1.410159052,#DIV/0!,0.009989999
0.023090045,1.054263555,-0.029071059,0.193399467,0.750671112,0.125377359,-0.036830325,0.971320515,-0.072494976,-0.319084646,0.062511622,0.016744962,-0.011340522,0.046978599,0.084896796,-0.184915414,0.049607898,0.070161417,-0.498250937,1.148137485,-0.023491493,-0.174553293,-0.065747845,0.0629959,0.081630956,0.41558563,-0.021322252,-0.040983165,-0.011445199,0.665971836,1.376047941,1.115441476,#DIV/0!,-0.095917833
0.056323246,1.333265608,0.006723369,0.350486878,1.42390782,0.172986059,0.078521561,1.412023208,-0.015671932,-0.318491457,0.273652367,0.097297877,0.09000221,0.017055625,0.151058976,-0.177623923,0.09211696,0.155099881,-0.478094562,-0.288980368,0.175072295,-0.192415579,-0.109238061,0.107095314,0.039802559,0.492936113,0.478310135,-0.113987384,-0.01047228,0.66583189,0.726890857,3.121859789,#DIV/0!,0.423534599
-0.000310193,-0.097404888,-0.019745487,0.15442951,0.2426481,0.133455097,0.152074576,1.128449431,-0.041693167,-0.368526612,-0.2177742,0.093887912,0.097069773,-0.158567441,0.188041333,-0.192133254,0.06793114,0.10713933,-0.498999401,-0.255754323,0.134477799,-0.072882077,0.121240671,0.078174756,0.053245412,0.467091964,0.331393581,-0.100732577,-0.019621552,0.53667383,0.315642778,1.236002312,-21.62599564,0.196644394
-0.061927818,0.128609369,0.095557475,0.231804593,1.09781416,-0.204861549,-0.199621765,1.560037911,-0.193735738,-0.341275608,-0.063685806,-0.051266735,0.097203755,0.169594716,0.167446167,-0.057899542,0.002526751,0.078126799,-0.18968586,-0.219373937,0.058956903,-0.181465846,-0.174782227,-0.239526454,-0.47049847,0.222056943,-0.195168449,-0.111252391,-0.182071558,-0.451444648,1.434810742,-1.231834871,#DIV/0!,0.029265565
-0.110934853,1.389014787,-0.00817574,0.353424488,1.456879623,-0.100041015,0.127908052,0.488428652,-0.13473703,-0.181471341,-0.094913094,0.07962533,0.088521396,-0.058170602,0.158897045,-0.180147692,-0.020510432,0.105800472,-0.407718713,-0.264127598,0.115274424,-0.095593298,-0.007545967,0.055119639,-0.061388147,0.35424104,1.610750532,-0.062351051,-0.058714191,-0.243223604,1.637329112,0.032424522,#DIV/0!,0.095154772
-0.188344703,1.400259552,-0.026593771,0.34606947,1.059933651,-0.083771995,-0.030304187,0.324244405,-0.171834732,-0.190419802,-0.180613531,0.106761558,0.006936512,-0.121631647,0.157979229,-0.198333378,-0.047097752,0.046940869,-0.442633502,1.176100826,0.073306491,0.004314265,0.195459048,0.057501823,-0.111772958,0.32378491,0.663841534,-0.173284293,-0.088289136,-0.167612191,1.141686877,-0.75454943,#DIV/0!,-0.110567107
-0.268940812,1.810155773,0.021369485,0.304526432,0.717821445,-0.239177524,-0.093858175,0.627153117,-0.147806174,-0.177300525,-0.346241253,-0.012167601,-0.041338927,-0.130659492,0.105436012,-0.112358123,-0.097893679,0.05463166,-0.264856184,-0.272322112,0.156211993,-0.108329233,-0.076466187,0.027396686,-0.167655236,0.264052166,-1.060879478,-0.201476532,-0.170275528,-0.493874992,1.324790679,3.28734758,#DIV/0!,-0.221521332
-0.243933146,1.230704297,0.026579848,0.122979259,0.844097368,-0.194053724,0.163088396,0.736184112,-0.086574877,-0.155011883,-0.090901516,0.076783246,0.077275189,0.091920864,0.170838036,-0.092433363,-0.084583284,0.066507464,-0.257201465,-0.266356068,0.201256044,-0.093028074,-0.05772096,-0.023176803,-0.294162632,0.209923136,1.069827075,-0.099435369,-0.158362067,-0.471333866,1.745107674,0.365931836,17.33185387,0.302213216
-0.140852251,0.402788881,0.094889838,-0.066642203,-0.104175084,-0.195355265,-0.101759674,1.178944876,-0.146682222,-0.134895982,-0.077685401,0.076902976,-0.02303964,-0.06883671,0.197309375,-0.099021152,-0.023573899,0.143880386,-0.172096221,-0.213916384,0.309129997,-0.116931765,-0.031450621,0.066412033,-0.129217077,0.248836005,0.711635328,-0.113956063,-0.152307701,-0.383999217,2.386704707,-0.978954156,#DIV/0!,0.048658661
-0.042543434,0.656311002,0.106541795,-0.00997888,0.216560764,-0.158011979,0.014787667,0.571604114,-0.162837574,-0.122360614,-0.327124201,0.108825883,0.050441118,-0.100197719,0.218892004,-0.064675973,0.064100352,0.176816332,-0.119873556,-0.149471078,0.304521608,-0.114390156,-0.045146036,0.175102799,-0.039333661,0.251304659,0.657731829,-0.138662928,-0.135839798,-0.391570816,2.413284254,-0.391915332,#DIV/0!,0.081146475
-0.011019378,0.57737339,0.11762755,0.287433444,1.320258407,-0.171803586,-0.049702455,1.058666569,-0.192367302,-0.127760143,-0.135922535,0.118650366,0.02589689,0.110475903,0.226298916,-0.020395527,0.079326498,0.142205435,-0.148796949,-0.142675936,0.169968836,-0.080338744,-0.062386291,0.032725772,-0.235241926,0.274978967,1.172371576,-0.025545986,-0.120617662,-0.450283889,1.917025027,1.305893871,#DIV/0!,0.299692209
-0.025949705,0.157022686,0.092068221,0.136591211,0.498811807,-0.202496649,-0.103342448,-0.025285643,-0.257877146,-0.132260279,-0.315105361,0.164345474,0.060502178,-0.004680624,0.264845366,-0.075640857,0.067976252,0.192314042,-0.119053882,-0.101106601,0.332218323,0.016145385,0.166021443,0.158581973,-0.016184099,0.299871301,0.25132994,-0.162568335,-0.13050807,-0.508437944,1.587116453,-0.615342167,#DIV/0!,0.229595026
-0.050937614,-0.178518828,0.094356349,0.10893886,0.577045269,-0.18256205,-0.055476596,0.81571306,-0.191166274,-0.124177633,-0.067299625,0.142931649,0.051056558,0.049650919,0.227830911,-0.055972928,0.079760991,0.092349205,-0.144328787,-0.117918603,0.163377859,-0.062558618,-0.021791509,0.125181363,-0.079234162,0.30968176,1.179961146,-0.108651265,-0.131867149,-0.501156468,1.40820929,-0.0780701,#DIV/0!,0.099544672
-0.039715249,1.824161921,0.124344011,0.02445788,-0.017760441,-0.196080994,-0.037639705,1.178452421,-0.216924028,-0.151122255,-0.274891877,0.12807767,0.009728411,0.022546985,0.229813434,-0.027840984,0.10141955,0.154980577,-0.10520719,-0.087008695,0.251056988,-0.041926661,0.03989054,0.290122243,0.060313881,0.242760465,1.463058469,-0.1747689,-0.136378227,-0.551237346,1.648130129,2.489877053,#DIV/0!,1.037009586
-0.037059187,0.561150602,0.076981975,-0.054423868,-0.010470795,-0.135095959,0.127795458,1.156543184,-0.165237306,-0.133435591,-0.032937448,0.15371355,0.027574958,-0.117890594,0.239735581,-0.10918122,0.092674348,0.216448984,-0.227448349,-0.143092565,0.295552097,-0.145385703,-0.023935265,0.256996644,0.143929288,0.370229891,1.198640664,-0.178808308,-0.093348511,-0.434776793,1.634896991,-1.21234429,#DIV/0!,0.095219332
-0.063056666,1.57621702,0.069875741,0.016414013,0.130901811,-0.169308634,0.011205881,1.034219524,-0.200108543,-0.163412463,-0.1909694,0.093342821,-0.059198804,-0.140433883,0.214452449,-0.064332139,0.086945089,0.227979248,-0.153014739,-0.121706514,0.362987754,-0.049958987,0.049595151,0.108862673,-0.071083493,0.282030053,0.352122831,-0.168604001,-0.123144934,-0.520348101,1.558292708,1.740776737,#DIV/0!,0.730489671
0.003010695,0.379485278,0.112704913,0.148306256,0.681726281,-0.149290006,0.082813241,0.84852501,-0.1913184,-0.133233915,0.009335121,0.115927565,0.042861763,-0.04051382,0.221680861,-0.062716664,0.076612412,0.186377786,-0.164625522,-0.12084612,0.255965638,-0.02110107,0.059164047,0.101337041,-0.060521232,0.261388591,1.491081761,-0.105346434,-0.109419793,-0.565610292,1.896860612,1.13582726,#DIV/0!,0.27785346
0.041895765,0.904312827,0.126793254,0.321711353,0.916239135,-0.152636989,0.026168685,1.381445007,-0.211438368,-0.102554708,-0.102788025,0.188992047,0.068852339,0.000714878,0.271910115,-0.047599851,0.137454972,0.152283692,-0.123520074,-0.104007089,0.225161359,-0.038275393,0.031845285,0.132287054,-0.015502723,0.316599837,1.118615042,-0.046308357,-0.100516379,-0.530187369,1.694178949,2.724690878,#DIV/0!,0.367999924
0.053493941,-0.367451203,0.164966998,0.130042509,0.63976381,-0.139472917,0.144627389,0.980864422,-0.156853791,-0.100957105,-0.011184162,0.157758905,0.047370585,0.026548801,0.26924859,-0.007823995,0.158137469,0.176171561,-0.142697597,1.133232626,0.203631725,-0.071373132,0.050802555,0.102752015,-0.107750921,0.332938833,1.022720551,0.019916139,-0.116710701,-0.515624417,1.521356647,0.449365354,#DIV/0!,0.365379247
0.056381566,0.33794896,0.085385246,-0.138510945,-0.545642846,-0.084802392,-0.042046791,0.67383247,-0.240371922,-0.133986039,-0.15347203,0.213737858,0.112763771,0.158820543,0.296365982,0.001355366,0.172452245,0.197476837,-0.241342211,-0.110032466,0.201279136,-0.096164702,0.047682475,0.176758877,0.011725883,0.369673669,1.695308188,-0.020427281,-0.083518032,-0.435536431,1.47962111,1.011749372,#DIV/0!,0.318302729
0.014312495,-0.615453028,0.0347416,0.195525823,0.377505519,-0.022397409,0.076123945,1.095801802,-0.148420004,-0.151914445,-0.097233388,0.2093743,0.135464971,0.094295115,0.269608949,-0.04315553,0.141523425,0.205826045,-0.251660608,-0.137909433,0.205255061,-0.052727271,0.022145612,0.164572148,0.054322575,0.251142663,0.637672159,-0.088513783,-0.083110784,-0.361864666,1.132673311,0.913143564,-21.62599564,0.176446406
-0.047073688,0.056508089,-0.002907186,0.25115554,0.431896379,0.011462801,0.262100877,1.063412193,-0.041102851,-0.154316785,-0.141675891,0.202033864,0.046520599,-0.102248536,0.237614092,-0.051252937,0.115236697,0.197519729,-0.275015738,1.095876477,0.286345001,0.004679505,0.267431113,0.111475623,0.071591931,0.293561369,0.533542019,-0.142094389,-0.087517026,-0.361864666,0.803479535,-2.29237455,-21.62599564,0.187520082
