CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,
0.5423975,0.206758354,0.024386104,0.483370208,1.475623376,0.051196552,0.048732349,-0.02941146,0.005479784,-0.054830897,-0.006400402,-0.017188057,0.051931469,0.024526289,-0.062262829,-0.151898367,-0.34619499,-0.052445675,-0.133039961,0.062639696,-0.18026713,-0.178629466,-0.234432448,-0.057746061,0.007575289,-0.421920165,1.443803853,-0.093527055,#DIV/0!,#DIV/0!,0.193900646,-0.011037701,0.103054723,0.931054771,pre
-0.220626688,-2.106624683,0.0720676,0.137430852,0.294257453,0.025939732,0.044457701,-0.031618559,-0.009356893,-0.055462211,-0.015141036,-0.023502298,0.02138589,0.064623041,-0.061678537,-0.080595472,0.146728648,-0.045555768,0.146122694,0.120656913,-0.186676879,-0.162208517,-0.212151422,-0.052992147,-0.00330639,-0.162389646,0.469764286,-0.750543783,#DIV/0!,#DIV/0!,0.31417206,0.104512344,-1.676996867,-0.37579648,pre
0.5423975,-0.690715037,0.009976769,0.026036468,-0.107475896,0.036581234,0.041787671,-0.032217325,-0.019879645,-0.054215419,-0.030009881,-0.016970168,0.054963457,0.034082877,-0.065713161,-0.050579536,0.394831469,-0.011008683,0.092965544,-0.046200557,-0.123689005,-0.167728605,-0.213439466,-0.045546621,0.017835482,-0.218130279,0.986955128,2.058159394,#DIV/0!,#DIV/0!,0.706248176,0.520346407,0.365894933,0.582935488,pre
0.5423975,-0.462872208,0.122972197,0.28127656,0.877675828,0.080368444,0.060301173,-0.032122217,0.026283978,-0.050195901,0.008875523,-0.017129179,-0.006336207,0.26863052,-0.09267256,-0.056520223,0.892985631,-0.06168757,-0.176722894,0.424023054,-0.198105093,-0.159140061,-0.208088799,-0.028010089,0.051678337,-0.037274776,1.946173398,0.207561336,#DIV/0!,#DIV/0!,0.028261583,0.444567823,-2.458341932,1.087930304,pre
#DIV/0!,-1.137714491,0.210877951,-0.082053181,-0.164698211,0.077784826,0.066542459,-0.031887408,0.029939977,-0.059419873,-0.042302136,-0.003566313,0.002475187,0.164220787,-0.039224146,-0.08183835,0.075020308,-0.013312285,-0.212855037,-0.372194873,-0.129509403,-0.17858015,-0.240594342,-0.048299022,0.00451272,-0.205635759,0.959460975,-0.040512158,#DIV/0!,#DIV/0!,0.505505589,0.766805018,0.361637784,0.226480663,pre
-3.27272344,-0.660760285,0.193344761,0.465479452,1.583693217,0.118911812,0.073904497,-0.038524624,0.018698191,-0.058574783,-0.024356429,-0.013533217,0.070059624,0.173511025,-0.076103225,-0.063553591,0.930695444,-0.078779689,0.829352856,0.700691534,-0.175957049,-0.160177403,-0.182989984,-0.069496702,0.004957721,0.035141637,1.290536036,-0.407867041,#DIV/0!,#DIV/0!,-0.143846204,-0.503142832,0.206628666,-1.245098431,pre
0.5423975,0.334258214,0.198911588,0.023193124,0.138108254,0.080368573,0.048990259,-0.041287064,0.036703741,-0.054324835,0.016337816,-0.007841702,-0.014561654,-0.411524173,-0.087039114,-0.089386612,-1.036653979,-0.016212744,-0.500328751,-0.620059971,-0.111133008,-0.152480845,-0.23714205,-0.028988547,0.007501422,0.494123136,0.488336394,-0.134878733,#DIV/0!,#DIV/0!,0.68427674,0.756366751,-0.908755143,0.659180454,pre
#DIV/0!,-0.01881087,0.025701299,-0.000315705,0.274242038,0.062907641,0.043176893,-0.056005415,-0.010253847,-0.055054324,-0.030476546,-0.002043343,0.11190298,0.309159015,-0.039268466,-0.011887587,0.645016724,-0.045719976,0.305792763,0.29001247,-0.146903228,-0.147765223,-0.218953197,-0.029668176,0.026574843,-0.603311596,0.980665995,-0.39308923,#DIV/0!,#DIV/0!,0.025638736,0.307944309,-0.313187026,0.971600568,pre
0.5423975,0.293084054,-0.432526227,0.402613495,1.552769565,0.019564999,0.020150113,-0.047990108,-0.032542111,-0.056294701,-0.02015941,-0.001053074,0.091443108,0.423704113,-0.023184984,-0.008152952,1.187722808,-0.037036265,0.157022033,-0.12623026,-0.157575969,-0.14081722,-0.21489994,-0.020797723,0.024749053,-2.679427451,1.332691706,-0.991977458,#DIV/0!,#DIV/0!,0.925674756,0.304169071,-1.164835718,-0.065750823,pre
0.5423975,-0.303387541,0.207768221,0.048232456,-0.14802766,-0.047146915,0.005085537,-0.041398095,-0.018391005,-0.049669695,0.015465101,0.017068679,0.016696521,-0.000789857,-0.044384514,-0.044515444,-0.872370474,-0.021843959,-0.537441497,0.146303073,-0.113823189,-0.139303173,-0.209224624,-0.019324156,0.015869647,-0.185050066,0.855394836,-0.00378869,#DIV/0!,#DIV/0!,0.53057843,0.691902583,1.11486459,-0.11221581,pre
-3.27272344,1.710368002,0.311717233,0.38759913,1.540741438,0.113541986,0.055347525,-0.034627451,0.013780709,-0.049663576,0.013772016,0.033046251,0.083732897,0.368435857,-0.002899545,0.003953943,0.593052686,0.025185562,0.40013332,0.256777642,-0.080056136,-0.114047321,-0.177353116,-0.003750147,0.061547872,-0.349810488,2.29354338,-0.077561581,#DIV/0!,#DIV/0!,0.437593215,0.298633584,0.20251903,-1.047140651,pre
0.5423975,-1.137714491,0.276424828,-0.095155626,-0.364214293,0.129441551,0.068031149,-0.029195675,0.018150498,-0.056220057,0.015500524,0.005937216,0.115176076,0.18060593,-0.048335987,-0.021051001,0.345846619,0.003254902,0.208545132,0.007384457,-0.106436611,-0.125273478,-0.177236726,-0.04578337,0.008639145,-0.659712749,0.942073474,-0.442176715,#DIV/0!,#DIV/0!,0.601172337,0.814891683,0.871296447,1.082276675,pre
0.5423975,-0.239644934,0.046029054,0.003523518,-0.032513554,-0.003613957,0.018594832,-0.021280682,-0.037813932,-0.053952635,-0.008170402,0.027453092,0.084743692,0.187899249,0.01353797,0.000351558,-0.064623029,-0.01517811,0.072158974,0.517129445,-0.080691367,-0.182014748,-0.207047933,-0.051571647,0.004595619,-0.299676762,0.473452362,-0.107958691,#DIV/0!,#DIV/0!,0.88439467,0.614159573,-0.065758285,1.399654077,pre
-0.411382735,-0.705051611,-0.199447665,0.324201691,1.092919979,-0.01009087,0.016255621,-0.018074696,-0.058205394,-0.070403829,-0.040521071,-0.008367585,-0.003945077,0.072078179,-0.053138771,-0.059340421,-0.079978078,-0.079209476,0.320875395,0.767596109,-0.161513204,-0.18646139,-0.190108766,-0.068774781,0.004189349,0.383119806,1.560070552,1.236085914,#DIV/0!,#DIV/0!,0.891173677,0.269431635,1.024432184,-1.369978572,pre
5.89100516,0.545026758,-0.154672695,0.126903973,0.719972951,0.066442826,0.042624972,-0.037585257,0.016432224,-0.067411271,-0.050122701,-0.017734934,0.056594785,0.179449622,-0.040302819,-0.039893988,0.651812502,-0.053547423,-0.489603949,0.188437344,-0.161004521,-0.18613041,-0.22114823,-0.069454694,0.027756908,0.011989444,2.234686014,-0.137824323,#DIV/0!,#DIV/0!,1.264448252,0.829623891,0.487175585,-0.918060437,pre
1.405694424,-0.303387541,0.071507837,0.33516042,0.753810569,0.100099645,0.051798363,-0.038782407,0.030597813,-0.062144961,-0.036944227,-0.022618641,0.016643434,0.091825622,-0.039951922,-0.060763775,0.424299148,-0.067589158,-0.277570148,0.331938113,-0.172156311,-0.171679041,-0.18635776,-0.059718747,0.011373554,0.251858976,1.240562672,0.258782703,#DIV/0!,#DIV/0!,0.805974924,0.191878621,-0.908755143,0.715838083,pre
-5.814603831,-0.074372318,0.307104317,0.125861683,0.469804936,0.142319939,0.063656883,-0.028385728,0.006826795,-0.051193382,-0.029739698,-0.004437974,0.041607027,-0.005009128,-0.007927551,-0.106933463,0.139060814,-0.059171842,0.360437642,0.860411068,-0.176928524,-0.194272349,-0.193549087,-0.073800744,0.018003013,0.240993086,2.33257409,-0.556345437,#DIV/0!,#DIV/0!,0.302712125,0.413850851,-1.69788272,-0.052408346,pre
-2.132061924,2.00282058,0.157590433,0.332575693,0.578478481,0.047874963,0.043131939,-0.022049766,-0.010776317,-0.055238747,-0.052732913,0.011665361,0.063432607,-0.187812785,-0.000328892,-0.080619552,-1.094065352,-0.027598801,0.36964002,0.257697625,-0.12455796,-0.185053117,-0.184613585,-0.074324825,-0.005458133,-0.279589645,1.007660196,0.170317745,#DIV/0!,#DIV/0!,1.69355201,0.930030199,1.498985452,0.204939226,pre
-3.402505972,-0.561673966,0.289884105,0.217990864,0.910722647,0.088443008,0.057806927,-0.014858686,-0.001066872,-0.046347653,-0.043156547,0.010273482,0.108711683,-0.224207159,-0.02497263,-0.115270268,-0.978623598,-0.126038707,-0.15607156,0.698261908,-0.235867005,-0.196632868,-0.181990753,-0.072073737,-0.012360988,-0.324931504,1.233864398,0.556307858,#DIV/0!,#DIV/0!,0.627613362,0.601917613,0.365939279,-1.891799554,pre
2.46442612,1.35139719,0.077619257,0.210074578,0.342722902,0.103260275,0.064133524,-0.004993931,0.007819471,-0.042740321,-0.022972078,-0.001766107,0.021750037,0.370037128,-0.049424244,-0.001087032,1.608531405,0.010481748,0.434562087,0.564138866,-0.091577623,-0.215642788,-0.225292243,-0.073430058,-0.000285043,-0.389121796,1.59521998,-0.101904238,#DIV/0!,#DIV/0!,1.433289516,0.679260584,-0.476911093,1.145711254,pre
2.836364806,2.276772207,-0.031363492,0.157371698,0.783763552,0.074547983,0.066348703,-0.001263726,0.011026511,-0.04302201,-0.035286747,0.021147845,0.033311671,0.00611678,-0.048856675,-0.127281578,0.051432307,-0.118678079,0.334960288,0.558998623,-0.239970663,-0.166913676,-0.174420583,-0.051014407,0.007927905,0.475883626,2.05863256,0.195076793,#DIV/0!,#DIV/0!,0.860017124,0.304052765,-0.87819128,1.052862482,pre
2.35001368,-0.204103423,0.017360097,-0.049121875,-0.330087992,0.081679267,0.078753696,0.017946693,0.020046483,-0.041970573,-0.039090034,0.036316467,0.133121934,0.279254521,-0.005339775,-0.023940215,0.784321122,-0.099948832,0.325483798,-0.360112261,-0.189834847,-0.182602193,-0.231009694,-0.06109843,0.02173982,0.621999376,2.060613914,0.443519194,#DIV/0!,#DIV/0!,1.633457138,0.53125179,1.773357496,3.000445714,pre
-8.438928509,-0.15527777,0.043531599,0.364757831,1.478067647,0.151928236,0.110934978,0.023361386,0.036527249,-0.038643842,-0.022578996,0.042943934,0.092271603,0.201125049,-0.038418929,-0.027004688,0.777957765,-0.073213063,0.122078987,0.162362883,-0.190830684,-0.17892443,-0.211232803,-0.054335492,0.018865108,0.193634456,1.977942519,0.84518016,#DIV/0!,#DIV/0!,1.568434604,0.50654366,0.516197146,0.829086734,pre
-5.591487598,0.572150183,0.242204174,-0.056902417,0.614000025,0.059674682,0.073427383,0.01364424,0.019819445,-0.048072997,-0.013826729,0.048188886,0.046891276,0.021519939,-0.006305723,-0.0717999,-0.62305367,-0.052419439,-0.265943929,0.151843544,-0.132153317,-0.17402349,-0.222893832,-0.060666909,-0.015873152,0.692587449,0.246192892,0.157279159,#DIV/0!,#DIV/0!,2.012793269,1.052503241,2.267227175,0.66953071,pre
-4.774392573,2.18882195,-0.057833406,0.374075131,1.621245338,0.13536425,0.085502295,-0.001929438,0.016260217,-0.049695117,-0.031342321,0.029256855,0.094700321,0.255361186,-0.022775872,-0.064831858,0.557224,-0.052092556,0.474712884,0.959199794,-0.166597532,-0.191983589,-0.194485779,-0.057253342,-0.013417597,0.162310048,1.972571965,-0.167168633,#DIV/0!,#DIV/0!,-0.03803086,0.565642714,-3.504847168,-1.488711235,pre
-0.983650876,-1.218700321,0.134879357,0.015540505,0.349477645,0.104129512,0.089311291,-0.003865799,0.032211968,-0.054330066,-0.026083906,0.016852082,0.050141734,0.153271494,-0.041790063,-0.016110595,0.508821653,-0.084207166,0.58637413,0.391620759,-0.183007968,-0.187457527,-0.214554939,-0.072122503,-0.04069308,1.139431944,0.729803832,-0.093457861,#DIV/0!,#DIV/0!,0.443865856,0.432643943,1.575809624,-0.96705139,pre
-1.36516297,1.852812912,0.274238949,-0.407887087,-0.370109949,-0.00036248,0.026241942,-0.002014073,-0.03999689,-0.04865193,-0.027432139,0.014158735,-0.019020508,0.142432253,-0.048142526,0.013028524,0.47153363,-0.122122662,-0.309396559,-0.170003064,-0.24171588,-0.197131768,-0.242802603,-0.057181324,-0.008858527,1.072803142,0.746084603,-0.095344011,#DIV/0!,#DIV/0!,0.298527078,0.754366524,2.267227175,0.89519949,pre
0.5423975,-1.635590978,0.380751215,-0.199451372,-0.02994425,0.009134562,0.031056932,0.008576625,-0.026797674,-0.047602541,-0.007328523,0.000221518,-0.018119205,0.023020577,-0.077377311,0.004836797,0.112927621,-0.070221969,-0.683138452,-0.875353902,-0.202892734,-0.197375642,-0.24714331,-0.07014626,-0.028337095,0.26845481,0.981041924,-0.044691232,#DIV/0!,#DIV/0!,0.394204967,0.283613826,1.11486459,0.780849671,pre
0.5423975,-0.561747193,0.417668537,-0.355361028,-0.09081295,0.01391404,0.04007876,0.005989912,-0.002816545,-0.049215447,-0.042727767,0.00021972,-0.039496874,0.116200406,-0.079216035,-0.030078905,0.517994114,-0.078608045,0.123759712,0.395034151,-0.17846462,-0.191392151,-0.215663261,-0.097099335,-0.059083547,0.77382251,-0.022104365,0.325382768,#DIV/0!,#DIV/0!,1.929388013,0.43531836,1.11486459,-0.519308569,pre
0.5423975,0.444638992,0.498674616,-0.223456407,-0.213074655,0.033964234,0.037956687,0.00160906,-0.022504751,-0.040925135,-0.019087371,-0.006956624,-0.013079783,-0.098310097,-0.088234851,-0.035578877,-0.475195473,-0.073798356,0.024906113,0.080212015,-0.173727223,-0.20784469,-0.233179841,-0.088944099,-0.019205369,0.424374595,0.968365921,-0.365300025,#DIV/0!,#DIV/0!,0.58760015,0.483106306,1.11486459,0.850262224,pre
0.5423975,0.24170298,0.346068164,0.189066824,1.346391751,0.136944343,0.077928056,-0.003320902,0.042958898,-0.036551622,-0.007679656,0.002599528,0.038415312,0.030580086,-0.022128155,-0.045521216,-0.117234627,-0.095504953,-0.022104911,0.786044503,-0.200329348,-0.191864538,-0.18933487,-0.100745196,-0.041307009,-0.170939792,0.441732751,-0.018913066,#DIV/0!,#DIV/0!,1.077849288,0.404990015,2.306428148,-1.377432612,pre
0.5423975,1.180908746,0.397025243,-0.030517536,-0.097732039,0.005280474,0.033031715,0.015470375,-0.009705769,-0.02899656,-0.000598299,-0.00395661,-0.069777816,-0.045575087,-0.110168123,-0.059386506,-0.077999721,-0.143975422,-0.198082595,-0.316246489,-0.249250854,-0.177403008,-0.202057861,-0.073031993,0.011656766,0.030558646,1.087908323,-0.307974081,#DIV/0!,#DIV/0!,0.028292545,0.29655538,-0.09930725,-0.692021328,pre
0.5423975,0.556116964,0.118999809,0.049001409,0.722349046,-0.002870004,0.027866896,0.020342197,-0.017531273,-0.02570961,0.005153473,-6.5618E-05,0.015260414,-0.342267351,-0.088181533,-0.066462341,-0.045462565,-0.039569071,0.071045812,-0.584909332,-0.152506569,-0.171611479,-0.193067736,-0.066492065,-0.006288719,0.25920372,0.467139085,1.447820299,#DIV/0!,#DIV/0!,1.845675383,0.273495111,2.036754658,-2.1198776,pre
0.5423975,-0.561747193,0.072019694,-0.030777295,-0.105252348,-0.017961595,0.020319618,0.030375882,-0.050232405,-0.027176928,-0.004056777,0.008164756,-0.013397016,-0.111009117,-0.065015539,-0.051567697,-0.467939411,-0.068699439,-0.279003948,-0.081328341,-0.168264997,-0.151680516,-0.170786303,-0.083153399,-0.02898695,0.318074718,0.469884807,-0.403907502,#DIV/0!,#DIV/0!,-0.121681087,0.257511524,-2.52765093,-2.022165045,pre
0.5423975,-0.837499048,0.364678475,-0.418166387,-0.701417611,0.0595826,0.043181615,0.009929956,-0.035185984,-0.037604211,0.013445424,0.024889492,-0.007885589,-0.007277635,-0.047979283,0.007109068,-0.839867332,-0.138980032,-0.993576754,0.4262866,-0.240859067,-0.147643395,-0.16862264,-0.0618741,-0.018076186,-0.095840103,0.225958073,1.217825395,#DIV/0!,#DIV/0!,0.262954564,0.286607194,-0.40285021,0.184100858,pre
-1.47331508,0.268681524,-0.009006958,0.156153219,0.29720635,0.028485721,0.032519835,0.010309554,-0.024191116,-0.034189109,-0.031660631,0.026324963,0.114765186,0.145706464,-0.033916895,-0.032298716,1.053400188,-0.06466137,-0.570859163,0.337871074,-0.183029552,-0.153250367,-0.156610339,-0.068663085,-0.017005363,-0.151119505,0.701927923,0.685272798,#DIV/0!,#DIV/0!,0.499178366,0.547342197,2.107834222,0.186925673,pre
#DIV/0!,0.523430537,-0.464239536,-0.352122027,-0.723029111,0.04417752,0.032586387,0.006273487,-0.000582045,-0.035139982,-0.008617529,0.017780473,0.018914588,-0.317422125,-0.070227232,-0.060691531,-0.575151766,-0.044896495,-0.249822825,0.126285134,-0.134898397,-0.152359621,-0.171159781,-0.07330638,-0.047414519,-0.970541013,0.227899201,0.136105617,#DIV/0!,#DIV/0!,0.663982943,0.366045863,-4.95599461,-0.980179459,pre
-0.72930948,0.581105892,0.080491706,0.05601231,0.82107785,0.081752951,0.05608387,0.003393782,0.012271133,-0.034085183,-0.033101843,0.012526244,-0.025344729,0.119447779,-0.085892425,-0.078931053,0.326277114,-0.096192793,0.056013649,-0.278902126,-0.177611223,-0.162814648,-0.1881395,-0.080923236,-0.031618665,0.575006399,2.008571094,0.82438802,#DIV/0!,#DIV/0!,-0.470861702,-0.12089794,-2.52765093,0.784952193,pre
-0.72930948,-0.586839902,0.123375232,-0.253601455,-1.047312471,0.145630502,0.088899762,0.008428121,0.039518087,-0.040366042,-0.03311479,0.006773635,-0.069565694,-0.008928452,-0.104001253,-0.01652048,0.317956683,-0.067068917,-0.805499531,-0.131340667,-0.156568879,-0.142539341,-0.189080929,-0.065191336,-0.041772832,0.323447771,0.232002774,0.983385576,#DIV/0!,#DIV/0!,0.077410658,0.427552567,2.028137745,-2.029434539,pre
-0.72930948,-0.679137327,0.030581308,-0.409574087,-0.22045987,0.000387011,0.02358364,0.001862231,-0.03972034,-0.039228495,-0.01035026,0.00110569,-0.020194081,0.105179773,-0.105854151,0.002293834,-0.047793507,-0.047854639,0.340481739,0.224503471,-0.134749158,-0.131109783,-0.163426213,-0.065898674,0.001989879,0.758042004,1.325703371,0.918653832,#DIV/0!,#DIV/0!,-0.699292687,0.018108091,-2.46395765,-1.868299557,pre
-0.72930948,-1.845957417,-0.040713135,0.022987901,0.517769634,0.058885715,0.048804253,0.008538105,-0.028523542,-0.039690186,-0.017797342,0.002279498,0.034722833,-0.142247761,-0.086103417,-0.077654433,-1.068491169,-0.120526733,0.107566935,-0.117440329,-0.21817458,-0.120440534,-0.164355671,-0.075775885,-0.010874482,0.077502399,1.56536166,0.22813936,#DIV/0!,#DIV/0!,-0.599357345,-0.159695004,-0.32886485,-0.642354414,pre
-1.36516297,-0.86679746,-0.010447382,-0.390330358,-0.660536115,-0.057024998,0.007574491,0.005944481,-0.075218934,-0.033320878,-0.027828889,0.008233265,-0.029935801,-0.023092795,-0.100090296,-0.076924513,-0.072098714,-0.102855776,-1.032492976,-0.447848518,-0.179690897,-0.123182198,-0.184359291,-0.059925579,-0.015986482,0.174859003,0.84995776,1.849597708,#DIV/0!,#DIV/0!,0.206060357,-0.16833704,-0.105384885,0.840753606,pre
0.5423975,-1.449055352,-0.117827121,-0.554170574,-0.458655448,-0.015747611,0.021517395,0.014291754,-0.028373248,-0.042849037,-0.041406912,0.001436577,-0.006701216,-0.056159233,-0.072745735,-0.051595792,-0.524133209,-0.076035206,0.165932276,-0.012992468,-0.144361815,-0.119354178,-0.171745474,-0.071374238,-0.035634163,0.079818703,0.474164695,0.123191327,#DIV/0!,#DIV/0!,0.585527368,0.373436083,0.749512375,0.572930524,pre
3.343458813,-2.357492327,0.014492804,-0.254841602,-0.272600493,0.036907082,0.021503407,-0.013921397,-0.043072077,-0.0530874,-0.030386843,-0.030011313,-0.064166425,0.255822687,-0.139347667,-0.027832772,0.578094366,-0.151680271,-0.765838304,-0.053166695,-0.227928221,-0.124052059,-0.156837551,-0.092606224,-0.063450118,0.569526909,1.277360816,-0.046682487,#DIV/0!,#DIV/0!,-0.406719746,0.114818161,-3.494607488,-0.473036927,pre
2.398289886,-0.4098067,-0.093540364,-0.188548548,0.177863586,0.105246005,0.063358769,-0.015638118,0.022450254,-0.054774065,-0.025546031,-0.017990657,-0.056083105,-0.140579949,-0.101441644,-0.114295032,-0.829221928,-0.091083441,0.393011612,-0.233572115,-0.182691529,-0.139829514,-0.177875654,-0.07745215,-0.03192739,1.018163734,1.173460873,1.137470656,#DIV/0!,#DIV/0!,0.440658269,0.291163417,1.636734964,-1.309595211,pre
4.44891074,-0.067430259,0.019363141,0.113777036,0.107675134,-0.082626021,-0.008134039,-0.014827427,-0.056755887,-0.054966338,-0.015898059,-0.024951184,-0.122376421,-0.128994659,-0.125272087,-0.059369766,0.416835602,-0.102129644,-0.775085906,-0.189795002,-0.178355988,-0.125921874,-0.160772226,-0.068391574,-0.036636779,0.816121976,0.205012724,0.025610725,#DIV/0!,#DIV/0!,0.707243902,0.405227584,1.11486459,-1.556367346,pre
1.755180324,0.77003826,-0.058323605,-0.06453161,0.187190766,0.065872294,0.041028959,-0.0105432,0.014235974,-0.058945474,-0.042164323,-0.029766914,-0.033001498,-0.156138749,-0.126433351,-0.099227137,-0.742262172,-0.117126836,0.091753248,-0.316588298,-0.16906165,-0.137791867,-0.171494774,-0.063652845,-0.027932562,0.757825344,1.312800526,0.598692276,#DIV/0!,#DIV/0!,1.687319928,0.564618961,-2.528817773,0.173301565,pre
-0.503914619,-0.266793717,0.026815725,-0.11794014,-0.197037862,0.025393243,0.024356701,-0.00899604,-0.051556527,-0.050892224,-0.046126043,-0.012618979,-0.044387042,-0.164748296,-0.087545514,-0.136961124,0.091257926,-0.160552085,0.229047622,-0.094642107,-0.220425985,-0.116351906,-0.140866074,-0.063978661,-0.030363777,0.710602353,1.167649423,-0.231083757,#DIV/0!,#DIV/0!,-0.002506468,-0.034102167,-0.524634282,0.107258726,pre
-2.860143038,-0.397989573,-0.051837093,-0.224615704,-0.778390444,-0.016254314,0.005523126,-0.006086134,-0.056349765,-0.050235016,-0.039985017,-0.010289021,-0.002668611,-0.252064864,-0.073343782,-0.121321743,-0.785150955,-0.068288534,0.127215242,0.367512895,-0.14955853,-0.087497621,-0.094579083,-0.06630519,-0.070526353,0.660260233,0.436553238,1.331611194,#DIV/0!,#DIV/0!,0.505454294,-0.259618932,-0.560252284,-1.196816796,pre
-4.37990888,-1.921719223,0.140731553,-0.514512301,-0.744856443,-0.012244695,0.007055176,-0.003569873,-0.053451129,-0.04843035,-0.037875712,-0.01406689,-0.078995744,0.304010762,-0.125577852,-0.068333052,0.95958788,-0.134547236,-0.00333639,0.397373514,-0.193955817,-0.075051047,-0.090557856,-0.050521185,-0.051211307,0.999148192,0.186934137,2.894151629,#DIV/0!,#DIV/0!,0.389956244,0.227717042,-1.292876005,0.00760476,pre
-5.087052704,-0.291801624,-0.175588582,-0.245555745,-0.727127412,-0.072010312,-0.010527212,0.009309526,-0.086453735,-0.050335948,-0.038348841,-0.022921298,-0.035454614,0.337743277,-0.114423163,-0.062535823,1.2999762,-0.035461536,0.615766004,-0.206040831,-0.11404522,-0.092611114,-0.123107732,-0.051240465,-0.034675012,-0.091642284,1.388594287,-0.396373966,#DIV/0!,#DIV/0!,0.012599479,0.337071389,1.11486459,1.294313669,pre
-4.329267343,0.69252691,-0.245797061,-0.360709228,-0.296373045,0.016109539,0.022639724,0.016450699,-0.01990222,-0.050984842,0.001291503,-0.002899445,-0.038061449,0.15277793,-0.048117348,-0.044352354,0.332031589,-0.129476303,-0.274886385,-0.066735767,-0.200541491,-0.095476533,-0.110452287,-0.059672276,-0.039399049,0.165189772,1.474442638,0.880900199,#DIV/0!,#DIV/0!,-0.190688622,-0.127997896,1.11486459,-1.059354034,pre
-2.249075281,-0.578807152,0.150615354,-0.367195678,-0.378624125,0.012289265,0.013308419,0.01337256,-0.055625704,-0.04976089,-0.030057184,-0.019743825,0.036098027,-0.169402575,-0.080493726,-0.134057885,-0.660149127,-0.157847906,0.27042964,0.383610991,-0.227940065,-0.091010592,-0.078330871,-0.079230344,-0.04577357,0.484871668,1.109819064,0.823900577,#DIV/0!,#DIV/0!,0.139601156,-0.372271095,-2.165337533,-1.387775855,pre
-0.32147932,-1.840669319,0.266927402,-0.276599666,-0.555892044,0.05763984,0.029563465,0.003189483,-0.030117253,-0.048818573,-0.020414382,-0.043850305,-0.073381943,-0.131739273,-0.125714406,-0.030479989,-0.071994985,-0.10992447,0.381621751,-0.600369721,-0.195825393,-0.126599631,-0.115844852,-0.095742048,-0.058895161,1.025971337,1.33403685,-0.315790243,#DIV/0!,#DIV/0!,-0.468197134,-0.077445162,-6.1039063,-1.380712651,pre
-2.74502206,-0.227379083,0.131756882,-0.049788536,-0.153859138,-0.042121955,-0.01304986,-0.011573085,-0.095443778,-0.061124889,-0.038745035,-0.068692808,-0.05592762,-0.015212284,-0.189873741,-0.106648183,0.80452626,-0.128142968,0.6484023,0.174198119,-0.247310645,-0.13914293,-0.115090669,-0.104284668,-0.052620582,0.925589758,0.620123725,0.082617381,#DIV/0!,#DIV/0!,-0.131148814,-0.219786261,1.220279129,-0.890543964,pre
-1.36516297,-1.157538074,0.137450666,-0.459929747,-0.807300165,-0.048723988,-0.021488835,-0.023066693,-0.082163209,-0.063188198,-0.046431108,-0.054474211,-0.009015801,-0.076190002,-0.117967033,-0.059880606,0.402969941,-0.127758385,0.13816378,0.053828998,-0.224610942,-0.131367474,-0.11632614,-0.114367435,-0.065512517,1.565686317,1.820021997,1.013118303,#DIV/0!,#DIV/0!,0.119864925,0.262668229,-3.44209087,-2.398693771,pre
-2.00101646,-3.001019001,0.030579,-0.168581629,-0.13175137,0.070165861,0.01474353,-0.01923625,-0.036664072,-0.059209136,-0.040085928,-0.044332617,0.029346034,0.155648998,-0.109554034,-0.091091654,0.817810057,-0.194366578,-0.186773716,0.567514293,-0.289028731,-0.128163058,-0.07283632,-0.11320618,-0.048693118,1.01574094,1.210894983,0.030470159,#DIV/0!,#DIV/0!,-0.261242841,-0.329748157,-3.502254685,-0.884989885,pre
0.71540141,0.333047111,0.013794802,-0.399851197,-0.038691909,-0.062105893,-0.028248769,-0.014082103,-0.059104623,-0.063209355,-0.028649404,-0.048587506,0.009271417,-0.211522736,-0.126048035,-0.117592096,0.085727804,-0.129045535,0.308607837,-0.234037027,-0.241449327,-0.116868182,-0.075801576,-0.097794648,-0.045095687,0.254608078,1.098243959,0.103406374,#DIV/0!,#DIV/0!,-0.795405553,-0.023265393,0.13866501,-0.134820559,pre
1.771348694,-0.866729459,0.169036362,0.054736165,-0.232436897,-0.033478284,-0.025547652,-0.006589613,-0.080498002,-0.063886347,-0.013302105,-0.062793058,-0.052841367,-0.393605939,-0.165246103,-0.111995976,0.134749273,-0.119266181,0.534530744,-0.274108052,-0.198237582,-0.101738389,-0.07175744,-0.086190388,-0.053426368,0.88883575,0.850073674,-0.002565703,#DIV/0!,#DIV/0!,0.378552601,0.005444063,-2.895998358,-2.536593116,pre
-4.547127678,-1.561731338,0.043515488,-0.285446876,0.106906532,0.02260099,0.001096882,-0.00626685,-0.056364307,-0.060082706,-0.033128649,-0.05915497,-0.006333423,-0.042911615,-0.144028866,-0.082087131,-0.102353213,-0.170392132,0.28230775,-0.735914692,-0.255291967,-0.090208681,-0.068448767,-0.086683733,-0.046143192,1.196908187,1.812848959,0.348837852,#DIV/0!,#DIV/0!,1.24491809,-0.03668151,-2.703948566,-0.640033168,pre
