CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,
-2.956239295,-1.075183763,-0.315281475,-0.404856303,-0.582834855,-0.134979718,-0.068123979,-0.010585382,-0.127638594,-0.057997958,-0.004161864,-0.042659505,-0.02760934,-0.257237059,-0.145037086,-0.163357691,-0.768941893,-0.144824946,0.192568315,-0.365483953,-0.22615427,-0.09239202,-0.078765379,-0.094803615,-0.084441477,0.368343096,1.338691331,0.196203443,#DIV/0!,#DIV/0!,-1.039412671,0.100798878,-4.840479613,-0.891191461,pre
-2.636955382,-1.768129886,-0.104813732,-0.366483372,-0.984829295,-0.033434201,-0.028375534,-0.011081893,-0.070407879,-0.065967945,-0.033494187,-0.067675898,-0.147312193,-0.10369524,-0.200183743,-0.112194451,0.167387065,-0.263033927,-0.059579254,0.423764478,-0.333628665,-0.081880549,-0.056840522,-0.108526041,-0.096084798,0.7446873,0.808414285,0.967466904,#DIV/0!,#DIV/0!,-0.038047978,-0.213406892,-1.69583706,-0.200233114,pre
-0.72930948,-0.57918011,-0.234428418,-0.585546053,-0.579691312,-0.071122725,-0.032248872,-0.002222269,-0.090172788,-0.05633037,-0.025670014,-0.051780981,-0.051427483,-0.043267978,-0.168475314,-0.046145381,-0.186006831,-0.090386139,0.261977901,-0.75178663,-0.175481829,-0.076654172,-0.073546807,-0.092353224,-0.068738956,0.270428263,1.098705864,2.035169014,#DIV/0!,#DIV/0!,1.61563785,0.160543705,-1.10817933,-0.251502764,pre
-1.36516297,-0.858712436,-0.376039209,-0.07720221,0.366585981,-0.000705185,-0.007327623,0.000852557,-0.064216444,-0.0643737,-0.029147334,-0.048925641,-0.09331427,-0.007220207,-0.131329844,-0.065932102,-0.542504203,-0.136951662,-0.034260759,0.381962127,-0.218740402,-0.043407895,-0.011331008,-0.088147139,-0.059736588,0.236975805,0.874795271,0.047140057,#DIV/0!,#DIV/0!,-0.25554842,-0.088280896,-3.120726307,-1.965448268,pre
0.5423975,-2.867940319,0.101043619,-0.398627515,-1.240586244,-0.008169166,-0.031524423,-0.000850687,-0.084507635,-0.051400482,-0.025242,-0.044892989,-0.128534601,0.05819537,-0.154114413,-0.081626961,0.434393441,-0.134774481,0.27341602,-0.160605412,-0.181904195,-0.066307123,-0.036930856,-0.071670513,-0.048109423,1.08850737,0.884648163,0.027502205,#DIV/0!,#DIV/0!,-0.110158774,-0.137269875,2.497699692,-0.373057826,pre
0.5423975,-1.012173625,0.145767023,-0.252732002,-0.429940487,0.009639509,-0.003734736,0.006825869,-0.044116185,-0.047223597,-0.016496869,-0.027331771,-0.052057169,-0.140540886,-0.136550236,-0.117283398,-0.27129721,-0.15340012,-0.261967947,-0.33368694,-0.22407411,-0.038223726,-0.026358342,-0.072465043,-0.060975018,0.570558535,0.615475808,0.201101055,#DIV/0!,#DIV/0!,0.448048956,-0.464640774,-3.967844486,-0.192908128,pre
#DIV/0!,-0.827124982,0.175289724,-0.132787651,-0.161681163,-0.008703384,-0.015315618,-0.005194294,-0.062885717,-0.046196339,-0.011664069,-0.035752977,-0.09081833,0.3520387,-0.137520508,0.021207858,0.782981008,-0.12724876,0.002316818,-0.094430659,-0.216895234,-0.03524488,-0.003536132,-0.079679743,-0.063747135,0.122638035,0.76029922,0.405813238,#DIV/0!,#DIV/0!,-0.956065364,-0.318311881,-0.459299243,-0.952658496,pre
0.5423975,1.246928393,-0.014722896,0.116908199,0.887510401,-0.067236656,-0.04077256,0.009064016,-0.111753515,-0.051548504,-0.030033519,-0.041026078,0.032776754,-0.169677867,-0.131311693,-0.11121271,-0.809774353,-0.182092112,-0.645040009,-0.099078922,-0.278837607,-0.059508539,-0.003669716,-0.112989865,-0.061735153,0.573280383,1.399555349,0.083222018,#DIV/0!,#DIV/0!,-0.196392598,-0.273988699,-1.31347909,-2.965349383,pre
#DIV/0!,-2.192288052,-0.340599373,-0.421990584,-0.858020429,-0.121228978,-0.074096623,-0.019485108,-0.140014029,-0.053648736,-0.00950479,-0.041506249,-0.001212999,-0.067778811,-0.125467271,-0.042453585,-0.658170488,-0.131170532,-0.233647488,-0.373644651,-0.252077967,-0.066401712,-0.037032477,-0.120944055,-0.059599385,1.512088114,0.990049908,2.849239933,#DIV/0!,#DIV/0!,-0.799086258,-0.086910219,-2.438370345,-0.047213714,pre
0.5423975,-0.779552938,-0.30965982,-0.491375711,-0.815597147,-0.179963465,-0.0885362,-0.028296384,-0.142757703,-0.05666791,-0.009900891,-0.06441704,-0.06832794,0.119760231,-0.172641017,0.001782647,-0.058263076,-0.168080043,-0.094106297,0.186623902,-0.314001148,-0.089577839,-0.027960602,-0.119942211,-0.048458578,1.362293611,0.98495453,4.89166102,#DIV/0!,#DIV/0!,0.273987641,-0.38477291,-2.707646927,-1.648502005,pre
3.121843399,-1.723445988,-0.311218201,-0.373867961,-1.473879338,-0.104431151,-0.061160232,-0.024444442,-0.103606315,-0.059498597,-0.006405991,-0.053795249,-0.0513411,-0.128149269,-0.129004992,-0.059355972,-0.342437555,-0.153566208,-0.115954452,-0.660190443,-0.289023815,-0.061373817,-0.023800027,-0.112215312,-0.067526522,0.968297424,1.388939587,2.343189234,#DIV/0!,#DIV/0!,0.024616018,-0.231300773,-1.92056501,-1.627072972,pre
-1.027595043,-0.16005872,0.017015323,-0.098145887,0.186599514,-0.134160562,-0.067849669,-0.021286298,-0.131829731,-0.061973511,-0.023849186,-0.07374056,-0.048544799,0.027717657,-0.209493059,-0.043375022,0.599910272,-0.129282967,0.085848188,-0.381253372,-0.275689024,-0.082552912,-0.008416794,-0.13055736,-0.07385243,1.275794046,0.87004682,0.537779457,#DIV/0!,#DIV/0!,-0.191751155,-0.121205494,-1.538984933,-0.341245129,pre
-5.618268372,-0.403317571,-0.158941016,-0.265205278,-1.067615674,-0.199655027,-0.081803141,-0.022479482,-0.137629027,-0.056115149,-0.041355065,-0.036156751,0.00566603,-0.169377434,-0.120213516,-0.106489727,-0.38223509,-0.102946452,0.056203003,0.044865941,-0.199429549,-0.064126114,-0.010918242,-0.127138277,-0.089577376,0.532413456,0.410230916,1.473473852,#DIV/0!,#DIV/0!,-0.695497375,-0.090726763,-2.292727612,-1.243251193,pre
-6.556149751,-0.077229739,-0.399931037,-0.007248419,-0.691370495,-0.087226112,-0.032089237,0.000406754,-0.087227845,-0.057559986,-0.013002606,-0.056054823,-0.097128846,-0.035634913,-0.203178691,-0.069419433,-0.261584239,-0.123061343,0.620838431,-0.391463328,-0.248893026,-0.074643321,-0.0109071,-0.12248074,-0.080067157,-1.285100913,0.878287706,2.221753413,#DIV/0!,#DIV/0!,-0.166686542,0.049548715,1.11486459,0.029420243,pre
-3.27272344,-0.33889503,-0.207990942,-0.137351383,-0.266521712,-0.050994224,-0.021949755,0.003642849,-0.110617009,-0.066026728,0.014402688,-0.056658205,-0.087397272,0.250282612,-0.183532033,-0.056952056,0.703943842,-0.222849006,0.115095877,-0.876118593,-0.332673182,-0.07741971,-0.048712732,-0.119259669,-0.076409623,0.525796449,0.868004612,0.430867423,#DIV/0!,#DIV/0!,-0.416429332,-0.453382681,-0.979031503,-1.517293424,pre
2.309043663,-0.733299718,-0.372305999,-0.178994284,-0.359081399,-0.049830674,-0.024053458,0.002218958,-0.096712045,-0.067788975,-0.019946557,-0.045154783,-0.080915896,-0.184149059,-0.168542142,-0.204554929,-0.56369426,-0.203309822,-0.17574405,-0.606915903,-0.30986504,-0.103305281,-0.044657238,-0.132507382,-0.08483939,0.969502036,0.980513689,0.37629443,#DIV/0!,#DIV/0!,-1.227675106,-0.204845485,-5.408038042,-0.102719239,pre
-4.484213995,-1.319495106,-0.065562167,-0.450697784,-0.644460881,-0.011133174,0.005768223,0.003811611,-0.071029706,-0.066167074,-0.045670459,-0.072577942,-0.029959261,0.005315794,-0.212315318,-0.103778182,0.665793927,-0.226631073,-0.275550021,0.049842117,-0.344013257,-0.082531113,-0.004873734,-0.110713979,-0.068306755,1.013254337,2.088909187,3.027894997,#DIV/0!,#DIV/0!,-0.7802198,-0.386237109,-1.774424124,-1.131027119,pre
-5.177128951,-0.102756175,-0.098186616,-0.091076398,-0.43615226,-0.03657554,-0.025717702,-0.024266949,-0.090798966,-0.077578091,-0.040295671,-0.070165863,-0.02655188,-0.085823302,-0.17507428,-0.146667927,0.274243839,-0.203045764,-0.327847959,-0.085395686,-0.313691131,-0.111058897,-0.052376586,-0.136129415,-0.091934213,1.70590597,1.264493204,0.264949905,#DIV/0!,#DIV/0!,-0.257745129,-0.07860991,-3.690657813,-1.340346046,pre
0.5423975,-0.715703964,-0.171547096,-0.097764571,-0.051936752,-0.121279454,-0.050417251,-0.00464383,-0.129817827,-0.07289431,-0.04720115,-0.074844632,-0.033177809,0.029974227,-0.14817789,-0.092886072,0.275537005,-0.17543743,-0.374687478,-0.17041883,-0.281830868,-0.11528892,-0.035330479,-0.139658009,-0.102043568,1.709746215,0.662161599,0.379188935,#DIV/0!,#DIV/0!,0.609094455,-0.042184552,0.173331083,-0.761634249,pre
-0.969386935,0.015398723,-0.114194541,-0.296768503,-0.423351166,-0.031070838,-0.006820494,-0.017065052,-0.066086396,-0.069635075,-0.030447793,-0.087932099,-0.130279226,-0.030031864,-0.211154602,-0.114514548,0.222953608,-0.277920252,-0.193404238,-0.104543616,-0.382407919,-0.102208649,-0.000841736,-0.115219457,-0.051517862,1.143945004,1.880832781,1.039714925,#DIV/0!,#DIV/0!,-0.231440148,-0.599598158,-1.266778374,1.21542956,pre
-1.47331508,0.851152238,0.050611561,-0.338745333,-0.222268512,-0.096368507,-0.034027781,-0.022600969,-0.095010636,-0.067854389,-0.006847316,-0.058148429,-0.066478868,0.04251105,-0.127815803,-0.025020952,-0.035580758,-0.183486297,-0.779823965,-0.760308229,-0.305895513,-0.070316979,-0.025194394,-0.104024763,-0.088458724,1.067266746,-0.024557723,0.354178615,#DIV/0!,#DIV/0!,0.607897382,-0.085256231,1.11486459,0.265995158,pre
0.5423975,-2.392999661,0.004687863,-0.585561101,-1.463065527,-0.025365655,-0.018736592,0.001174199,-0.088774474,-0.048876016,-0.024301959,-0.055622124,-0.150496795,-0.275567221,-0.133732436,-0.148984674,-0.71526474,-0.132917552,-0.33653129,-0.932564819,-0.221054311,-0.051209534,-0.003205468,-0.091376844,-0.072879255,1.432207208,1.160145325,2.297279504,#DIV/0!,#DIV/0!,0.121964175,0.224430477,-7.26071978,1.199694661,pre
0.5423975,-0.018848844,-0.104666009,-0.17907517,-0.52890383,-0.00161562,-0.018446909,-0.004731905,-0.084337831,-0.04391885,-0.057559765,-0.056907211,-0.049491449,-0.140597968,-0.144030744,-0.073954303,-0.34746987,-0.098166092,-0.06125595,-0.396812444,-0.195929828,-0.055680009,-0.00716889,-0.099522966,-0.085746646,1.108987314,1.892734989,0.538742773,#DIV/0!,#DIV/0!,-0.453288442,-0.417616204,-5.196898551,-2.378035903,pre
0.081011057,-0.931688642,-0.228379094,-0.242540616,-0.776826162,0.063994264,-0.009233175,-0.022984213,-0.074990149,-0.067676881,-0.023028084,-0.061519081,-0.02473069,-0.107175976,-0.131679715,-0.018719142,-0.422384456,-0.090472435,0.128830041,-0.017763759,-0.203094851,-0.026530509,0.05390777,-0.076685628,-0.047037653,0.151908109,1.038170165,1.96743939,#DIV/0!,#DIV/0!,-0.207074066,-0.519060124,-6.038432898,0.004189764,pre
-1.266366298,-1.023862279,-0.085152419,-0.305020826,-0.141315055,0.058585352,-0.02858973,-0.06688723,-0.055164632,-0.076315903,-0.034784837,-0.083334838,-0.070522493,-0.241610548,-0.146688803,-0.021369345,-1.152949809,-0.056123326,-0.393666636,-0.816077516,-0.176973433,0.011264881,0.042881051,-0.038778011,-0.02348124,1.162338924,1.206438958,1.467059565,#DIV/0!,#DIV/0!,-0.722225655,-0.062038151,-2.235369158,-2.102063359,pre
-4.921848393,0.30220282,0.110140759,0.017316728,-0.113222473,-0.04039253,-0.084209759,-0.022714581,-0.100443509,-0.070651726,-0.036997473,-0.080333229,-0.026221124,-0.297171624,-0.102076003,0.002752386,-1.260772779,-0.054551034,-0.37485211,-0.420913144,-0.173012882,0.037781547,0.080296204,-0.035662241,-0.047886303,1.099805273,1.433724167,-0.151497311,#DIV/0!,#DIV/0!,0.613778168,-0.380468668,-3.672513772,-0.880949994,pre
-1.10131228,0.82899381,0.066553614,-0.049958134,0.513353479,0.073161216,-0.061066391,-0.020170581,-0.067061674,-0.071175772,-0.049687393,-0.105033713,-0.012940403,0.034040802,-0.124760799,-0.012233029,-0.126356834,-0.063338891,0.036602684,-0.764878558,-0.148798772,0.022535401,0.06965649,-0.062079793,-0.052898846,1.318739805,0.743400761,0.586588746,#DIV/0!,#DIV/0!,-0.244031614,-0.100677478,-4.10611844,-2.331407835,pre
-1.36516297,-1.010704268,-0.301747638,-0.077424907,0.159894486,-0.08422683,-0.121831521,-0.069111052,-0.129088814,-0.086283481,-0.070682846,-0.098460704,-0.091182877,-0.160859204,-0.106734003,-0.050448092,0.283472348,-0.071810171,0.533738987,-0.995957842,-0.152452867,-0.01084337,0.044700249,-0.073533253,-0.052374252,-0.119895628,0.964922274,3.859781686,#DIV/0!,#DIV/0!,-0.323931052,-0.025498278,-2.235369158,-2.050193882,pre
-1.82022853,-0.396016003,0.080821385,0.040170101,0.69710146,0.050634223,-0.100028537,-0.126352232,-0.05750548,-0.17693236,-0.072796673,-0.188460525,-0.155681274,0.064550847,-0.182458702,-0.021168841,0.218676134,-0.081857167,0.529468399,0.206956455,-0.182844151,-0.031283064,0.07251257,-0.120609232,-0.0797428,0.181466428,1.712382094,-0.80303761,#DIV/0!,#DIV/0!,0.161600787,-0.383843821,-1.605191915,-0.718295358,pre
-2.339071346,-0.84845366,0.130879201,-0.089554684,-0.132894023,-0.02849005,-0.123902129,-0.121584932,-0.110249956,-0.162422688,-0.081906329,-0.203254967,-0.066926111,-0.326587018,-0.168276311,-0.107609747,0.29695332,-0.159897796,-0.431192398,-0.226989888,-0.231859226,-0.047640158,0.087570613,-0.10684048,-0.063218574,-1.053089898,0.738856581,-0.989180242,#DIV/0!,#DIV/0!,-1.060402716,0.036511301,0.17036624,-1.217809585,pre
-2.400121361,-0.660760285,0.019835637,-0.055063646,-0.019200749,-0.074295035,-0.112813345,-0.104502815,-0.085046377,-0.132058937,-0.098551401,-0.17115311,-0.15803151,-0.218668016,-0.150532387,-0.175640017,-1.551581048,-0.203692734,-1.059951021,-1.072111784,-0.244761391,-0.060765215,0.034779944,-0.124260633,-0.065691487,-0.36374774,0.98138489,-0.644520291,#DIV/0!,#DIV/0!,1.481449908,-0.503591122,-3.072927595,-1.920679326,pre
-0.09345599,-1.427098699,0.123304351,-0.191425319,-0.36556686,0.042549836,-0.061334958,-0.121664119,-0.031820047,-0.130126476,-0.088498366,-0.177412038,-0.114346598,-0.141576194,-0.24542942,-0.169176764,-0.278045205,-0.18979661,0.525078299,-0.248640099,-0.293007318,-0.100524637,0.018704342,-0.148114521,-0.087669736,0.368570131,0.518131514,0.84344557,#DIV/0!,#DIV/0!,-0.685656387,-0.411716742,2.036754658,-1.126276017,pre
0.5423975,0.21203415,0.286153965,-0.128925227,-0.283567413,0.084378549,-0.024274879,-0.119479116,-0.014854472,-0.117915362,-0.099074085,-0.171811513,-0.105012827,-0.187242724,-0.250467473,-0.160847745,-0.501346408,-0.18642474,-0.381365045,-0.302441478,-0.263114253,-0.116077287,0.006581919,-0.146123427,-0.06182334,0.714511154,0.553520816,0.016148847,#DIV/0!,#DIV/0!,0.100922826,-0.138596991,0.631311274,-1.792807606,pre
0.5423975,-0.475323956,0.336125179,-0.0789383,-0.93585554,0.072878923,-0.008586305,-0.114649437,0.024010812,-0.10026653,-0.11555245,-0.173596573,-0.253432358,-0.044477861,-0.297676284,-0.192750924,0.39148808,-0.186236797,0.197166201,-0.320504605,-0.258544797,-0.145310262,-0.012455979,-0.150042437,-0.081965105,0.059878122,0.315478107,0.4623757,#DIV/0!,#DIV/0!,-0.430356393,0.096427446,-0.51213471,-1.374303676,pre
0.5423975,-0.814285548,0.347256285,-0.332166071,-0.836828613,0.079966008,-0.009711595,-0.083806771,0.005993368,-0.092951609,-0.126556202,-0.17883702,-0.189034876,-0.245412363,-0.282476211,-0.284103111,0.158476134,-0.200079379,0.347231904,-0.105383083,-0.262299749,-0.154914665,-0.022682751,-0.167146849,-0.095458232,0.135899263,1.245502484,1.362227558,#DIV/0!,#DIV/0!,-0.416993543,-0.620165804,-0.61966661,-1.94487403,pre
0.5423975,0.757006406,0.393540565,0.030619851,0.214843618,0.052011091,-0.004303587,-0.062592347,0.013924859,-0.07887588,-0.096155284,-0.166725879,-0.134975688,0.008247784,-0.308125321,-0.201771152,0.415216747,-0.212577706,0.015073998,0.048607414,-0.256544581,-0.162399182,-0.013369983,-0.148306553,-0.066153605,-0.088186389,1.1607647,0.810439251,#DIV/0!,#DIV/0!,-0.68719959,-0.335264277,-2.975136917,-0.814900834,pre
#DIV/0!,-1.994130508,0.099408393,0.043143491,0.27834023,0.08602832,0.018839291,-0.043384585,0.023039026,-0.053994514,-0.050832838,-0.12666105,-0.104023144,-0.325553114,-0.197377075,-0.259238926,-1.739407805,-0.227566512,-0.712197848,0.444780706,-0.277141279,-0.122873454,0.030286058,-0.149082048,-0.084872432,-1.120545313,0.93012372,0.211045726,#DIV/0!,#DIV/0!,-0.586849112,-0.039654964,-2.438370345,-1.90948844,pre
0.5423975,-1.114674331,-0.125021149,-0.139633138,-0.238417683,0.069667009,0.035550217,-0.03348604,0.057701801,-0.034547451,-0.066079919,-0.11862288,-0.053774957,0.188215814,-0.188931131,-0.122270901,0.854391282,-0.269134849,-0.229292153,0.084386161,-0.3314939,-0.116040538,0.026781704,-0.129986461,-0.05557638,-0.978246328,1.405113223,-0.036668957,#DIV/0!,#DIV/0!,0.40090366,-0.335752103,-1.31912984,-0.235390979,pre
0.5423975,0.930049096,0.237556506,0.243558095,0.806271545,0.029989287,0.023780176,-0.00687612,0.036283882,-0.025154924,-0.067909667,-0.100272379,-0.109785065,0.243074165,-0.160691235,-0.088716258,1.256502869,-0.170472653,0.080159633,-0.077164135,-0.201778212,-0.100905288,0.03537821,-0.136882582,-0.079833852,0.627445881,0.748152137,0.209991401,#DIV/0!,#DIV/0!,-0.515309101,-0.226375894,-0.09930725,-0.965678645,pre
#DIV/0!,-0.297659398,0.175896103,-0.017582365,0.149259523,0.112386552,0.052151575,0.008033847,0.053275453,-0.011115127,-0.052240081,-0.10190908,-0.060036255,-0.311223115,-0.184221768,-0.185922352,-0.583179648,-0.203498276,-0.048707974,-0.663588554,-0.228888721,-0.099771395,0.009716178,-0.122709458,-0.066158115,0.458595523,0.503639566,1.653554054,#DIV/0!,#DIV/0!,-0.136358044,-0.157313565,-0.951517103,-0.825975269,pre
0.5423975,-2.419068046,0.150126463,-0.309987948,-0.608030703,0.049684688,0.031114276,0.009171008,0.034222876,0.001562386,-0.027238116,-0.087292299,-0.088265742,-0.123371109,-0.172852479,-0.14605089,-0.450100425,-0.233947776,0.070889011,-0.087107934,-0.270165072,-0.033686801,0.088690725,-0.113872936,-0.0558479,0.575318241,1.20839233,0.432969568,#DIV/0!,#DIV/0!,-0.311928067,-0.21977286,-0.852534056,-0.164815957,pre
0.5423975,2.281822635,-0.028669818,0.421749164,0.860413483,0.059354638,0.047335287,0.002496993,0.068432137,0.009774724,-0.029128239,-0.063796214,-0.03928666,-0.206146524,-0.126681392,-0.100395905,0.062165494,-0.164537769,0.196980074,0.776794883,-0.203172127,0.011014211,0.13040961,-0.069995371,-0.031693084,0.687893029,1.606063508,1.467782292,#DIV/0!,#DIV/0!,-0.241916698,-0.139799121,-0.124964474,0.093508263,pre
#DIV/0!,0.565780425,0.052012406,-0.003277535,-0.030856042,0.022433955,0.020924693,0.008735022,0.028209238,0.015470427,0.007122069,-0.084130798,-0.056175637,-0.192907198,-0.176328155,-0.087212434,-0.038277315,-0.212645154,0.247592775,-0.372918294,-0.212270807,0.015007619,0.103496881,-0.056287822,0.005766394,0.134950467,1.481261132,0.298295199,#DIV/0!,#DIV/0!,0.030848738,0.03405204,-0.09930725,-0.28719707,pre
0.5423975,1.077052591,-0.028003737,0.079755732,0.336185488,-0.004214899,0.021421541,0.023743668,0.034204189,0.019206271,-0.010809272,-0.06071763,0.022167898,-0.222592452,-0.112620667,-0.107872473,-0.530082694,-0.126142946,-0.209871616,-0.063849531,-0.15756008,0.033636626,0.122567728,-0.0836375,-0.022634046,0.63836978,1.065935397,0.24326209,#DIV/0!,#DIV/0!,-0.326072446,-0.221637113,-4.29317707,0.158664464,pre
0.5423975,0.757006406,0.007903107,0.250873284,0.902041491,0.098726392,0.065861831,0.033711187,0.083749825,0.02870599,0.041046567,-0.040018213,-0.016486048,-0.149025289,-0.112471023,-0.086346982,-0.256288405,-0.198383933,-0.808373739,-0.04906967,-0.229232503,0.029362772,0.144995891,-0.056858856,0.002782374,0.682646029,0.49198213,0.399133529,#DIV/0!,#DIV/0!,-0.437857532,-0.444527153,-2.865909578,-0.486639596,pre
#DIV/0!,-0.362465144,-0.045090974,-0.007997327,-0.007201995,-0.024664283,0.014133525,0.050944866,0.031590668,0.038994361,0.012033071,-0.049235923,-0.027439959,0.109078202,-0.16425548,-0.048453707,0.659207908,-0.128969383,0.439002885,-0.768043255,-0.160781398,-0.026439422,0.081300573,-0.04258516,0.022690384,0.391454788,2.203445318,0.283778479,#DIV/0!,#DIV/0!,-0.232972162,0.005567492,-3.05366104,-1.261839199,pre
-1.47331508,0.516626397,-0.06445945,0.237753207,1.038778056,-0.068177616,-0.000865117,0.056701932,-0.004079933,0.03430497,0.048424039,-0.032130623,0.059173941,0.05893795,-0.128326551,-0.046283287,0.801299929,-0.132774869,0.016190293,0.532708206,-0.182132248,-0.035243806,0.124866347,-0.04197101,0.011588747,0.230889857,0.971450128,-0.141823066,#DIV/0!,#DIV/0!,-0.620294425,-0.247552427,-3.316495738,-0.358827601,pre
-1.36516297,1.049040315,0.035017041,0.090532645,0.182233785,0.010418273,0.027609592,0.062733963,0.051186513,0.018112474,-0.01194537,-0.064410686,-0.102004189,-0.028402798,-0.220030765,-0.090086337,-0.788021113,-0.16707124,0.444870546,-0.404465612,-0.193442932,-0.030719734,0.077050806,-0.047541351,0.005871333,0.418038575,0.942130801,0.221411126,#DIV/0!,#DIV/0!,0.393184232,0.144688003,-1.536444148,-2.462456757,pre
0.5423975,-2.047131941,0.080236279,-0.107534946,-0.955715992,-0.02030123,0.002623268,0.046637562,0.030613047,0.013660809,0.023263164,-0.059397965,-0.08667412,-0.217215395,-0.177724002,-0.108366425,-0.052916806,-0.149067382,-0.4884026,-0.283200817,-0.196829392,-0.028876691,0.096013676,-0.065647613,-0.021017825,0.273720005,0.695252496,0.236458537,#DIV/0!,#DIV/0!,0.437559841,-0.079132832,-1.314256985,-1.560931297,pre
#DIV/0!,1.327978296,0.171561191,0.034552018,0.125873908,-0.11269474,-0.040419961,0.03397324,-0.034123371,0.003525078,0.037620422,-0.060615199,-0.010289723,-0.09474771,-0.151366233,-0.086135013,-0.193867837,-0.14192133,-0.459890396,-0.177107086,-0.202262503,-0.040650143,0.101751556,-0.050095137,0.017582799,0.190381505,1.428551647,0.58991881,#DIV/0!,#DIV/0!,-0.391963703,-0.419175971,-1.437425783,-1.422605791,pre
-3.27272344,0.281090557,0.020723242,0.3919237,1.720843263,-0.036425195,-0.018704753,0.025402168,-0.003763634,-0.001335082,-0.023776413,-0.068853544,-0.075915501,-0.283769543,-0.189363195,-0.126260688,0.584094985,-0.13377188,-0.213002049,0.189587877,-0.173229046,-0.022989272,0.109562917,-0.074213934,-0.034037163,0.14896461,0.436308157,0.326200669,#DIV/0!,#DIV/0!,-0.272771964,-0.246718762,-0.61966661,-0.213499408,pre
0.5423975,-0.1838488,0.271647829,0.01815464,0.838664521,-0.102097956,-0.043571753,0.028551984,-0.011505222,-0.010859541,0.005896798,-0.086643801,-0.092856161,0.115230589,-0.183374318,-0.062013253,0.445622161,-0.153922414,-0.102964562,0.17071418,-0.229355097,-0.033975096,0.101971364,-0.075361829,-0.00338077,0.128832595,1.281002083,2.230087449,#DIV/0!,#DIV/0!,-0.039272161,-0.173363247,-2.946056883,-2.464524522,pre
0.5423975,-0.834803754,-0.121366871,0.001050969,0.211353069,0.004133408,-0.006270987,0.038437061,0.022096986,-0.004395958,-0.022792007,-0.063765086,0.023975989,0.0390909,-0.115637314,-0.043270162,-0.20355589,-0.124505583,0.465237555,0.312124778,-0.150957146,-0.020958443,0.121923048,-0.061490632,-0.016871185,0.06922177,0.184201087,0.197349897,#DIV/0!,#DIV/0!,0.557228705,0.036054403,-2.688806733,-2.301916511,pre
#DIV/0!,-1.319375506,0.140232014,0.012150187,-0.162134201,-0.142231498,-0.058552479,0.048580477,-0.085769173,-0.003174299,-0.006207845,-0.077019496,-0.036261441,-0.285988012,-0.188057961,-0.117161133,-0.185737321,-0.232964086,-0.488188805,-0.184759677,-0.270100572,-0.030164721,0.100925286,-0.077214995,-0.032598603,0.314742976,1.021200569,-0.101042506,#DIV/0!,#DIV/0!,-1.014947033,-0.396375775,-0.40285021,-2.173056221,pre
0.5423975,0.969833825,0.062601515,-0.010219782,0.272774225,-0.091453125,-0.033338621,0.049017258,-0.049740472,-0.006976993,0.006471027,-0.080454345,-0.022293014,0.034447739,-0.169207704,-0.039137627,-0.651014768,-0.101109479,0.68521129,-0.202807229,-0.136202789,-0.036022065,0.081006405,-0.063692947,-0.03319499,0.782579472,1.144231419,0.120215945,#DIV/0!,#DIV/0!,-0.231387101,-0.112901031,0.173331083,0.001136946,pre
0.5423975,0.697498828,-0.026527328,0.096684668,0.581590353,-0.145111081,-0.075019686,0.048223359,-0.082770168,-0.018856367,-0.007222829,-0.080206482,-0.032942797,-0.259841954,-0.156043932,-0.15751084,-0.345547018,-0.151774827,0.53629773,-0.692043658,-0.178320827,-0.051783307,0.070417666,-0.090290822,-0.065865622,1.007948067,0.38847376,0.156848761,#DIV/0!,#DIV/0!,-0.485906534,-0.507663249,-2.991644812,-2.439519998,pre
0.5423975,0.565831684,-0.13259236,-0.007083034,-0.211775456,-0.083224964,-0.043126907,0.048740069,-0.048440515,-0.023330055,0.000633897,-0.08870897,-0.028808433,0.076915921,-0.182790852,-0.061504837,-0.059443001,-0.18371014,0.116925069,-0.588591217,-0.217929939,-0.055148607,0.057939685,-0.105575897,-0.058812617,0.941137284,1.569763097,-0.282690375,#DIV/0!,#DIV/0!,0.288034746,0.074180108,0.35600719,-0.498408795,pre
-0.411382735,-0.139443264,-0.101906044,-0.187421273,0.167453409,-0.179794781,-0.075641596,0.046975768,-0.078083338,-0.026030134,0.00326182,-0.074362032,-0.014015955,-0.200822338,-0.120393305,-0.099240749,-0.257818972,-0.167370477,0.216816143,-1.237623155,-0.225106677,-0.060490883,0.041268864,-0.092062775,-0.060163802,1.266932822,0.625410846,2.976083115,#DIV/0!,#DIV/0!,0.301083267,-0.132524443,2.267227175,1.113484597,pre
-2.876947405,-2.138474453,-0.262365521,0.01769644,0.555095134,-0.11311426,-0.071396497,0.033765803,-0.08189071,-0.026884149,-0.001959847,-0.10596654,-0.060093525,-0.102725907,-0.1831482,-0.103147814,-0.026614968,-0.12600037,0.737886722,-0.293431946,-0.187592475,-0.062864291,0.059038962,-0.0999907,-0.07077354,1.680117203,1.815992807,-0.247799986,#DIV/0!,#DIV/0!,-0.152224493,-0.454904678,-4.89984492,-1.808527404,pre
